class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,133714,0,,0,0,0,0,0,6,197850,5128174,9443334,4040410,256934,526,9207098,33016,0,0,0,0,14532082,9617502,9078124,3818588,0,0,0,0,0,0,0,0,0,0,0,0,189968,18875524,1742,0,59890,36170,43088,119422,14595794,4212814,52,4,0,0,7149262,3811252,1359266,934588,840372,905878,1164512,1800628,1012506,88970,23619170,0,878,678,1132,9207098,472222,4770254,4285086,409780,397200,505600,252600,133714.85,23619170,23619170,22911640,120484,2291956,110780,550960,19067234,1209600,0,,,,14579448.96,0.0,4433443.2,,,0,0,3866,804752,5722620,8146496,3756216,562366,69416,1502,,632,23619170,47990,14062,3892140,2093728,6734346,6200358,83682,928,0,0,,,,,,,,,,40660,1310,0,0,0,0,0,0,0,0,369074,85936,24182,0,0,645796,86280,39760000,7282152,0,0,0,0,132706990,,,4604576,9568076,2631806,698040,1142032,404088,14444,2566,1606,0,0,0
neg,121130,520,498,0,0,0,0,0,16,1054152,4414300,1487944,212608,17224,2010,3589362,0,160,0,10244,14706,6644148,6073162,825612,430434,0,0,0,0,104,680,0,0,0,0,0,0,427604,5639664,1120986,0,8728,15938,26628,45380,63090,118240,6865450,44214,586,0,3583436,1410940,660588,409230,329402,214570,170006,173920,114700,121462,7481812,7612,8048,46922,18,3589362,61100,261782,562254,124740,113760,108060,38000,121130.49,7481812,7481812,7387422,37671,450,9672,201980,7191784,1209600,141702,0,74,0,5801703.36,0.0,1382114.88,252,1224,0,0,131884,1077702,2617280,2215244,932344,201972,11716,112,10,76,7481812,10782,1342,482966,394504,404466,3783836,2073584,36544,230,0,698,1334,5887112,3844406,0,2,0,0,5887730,11316,190,0,0,0,0,0,0,0,0,34388,20660,5968,4821530,987690,103268,18406,1060,942,7337204,3142,0,0,1130510,2991.06,2904,1420304,578492,411458,326332,449272,401256,516168,3076060,8912,0,0,0
neg,98990,0,,0,0,0,0,0,0,44144,1113538,2921052,1883924,103628,0,2877922,0,54,0,0,0,5679378,5354818,502968,279912,0,0,0,0,0,0,0,0,0,0,0,5814,1102482,4663596,294394,0,8372,11916,12798,24056,2597808,3404970,6366,0,0,0,2186450,823926,501946,445030,438482,467916,525722,606550,68780,1484,6182728,68,66,156,152,2877922,46494,234362,266248,121260,86760,74640,7720,98990.65,6182728,6182728,6158562,46233,344934,9860,128760,6066286,1209600,0,,,,4943042.88,0,1117870.08,,,0,0,3684,275282,2054506,2396802,1274108,56514,5352,38,,0,6182728,4068,562,261288,763602,354086,3612120,1058960,11600,0,0,,,,,,,,,,3098,160,0,0,0,0,0,0,0,0,21924,76996,14216,0,0,191722,32732,6258840,1432082,0,0,0,0,20083100,,,1143828,1014470,536080,205612,385298,321418,337428,339840,1671398,110914,0,0
neg,204660,554,418,0,0,0,0,0,16674,360370,4280888,6626658,1611660,78946,5788,6574896,329886,58,0,1504,2386,10851764,8902898,2724432,1651658,2,0,0,0,1808,368,0,0,0,0,0,113754,4055014,7809626,1002590,0,9950,5166,8930,416210,9564444,2975134,1148,2,0,0,4319026,3135496,931656,690290,557266,494632,681460,2143822,27332,4,13580446,404,1192,1356,2,6574896,248508,1306904,1410704,377240,338740,225820,67460,204659.94,13580446,13580446,13524296,92925,34208,4794,245240,12980984,1209600,439600,0,448,0,11756980.8,0.0,1215560.64,0,0,0,0,40408,1147950,4920258,5473758,1299632,82264,15876,838,10274,23140,13580446,19584,2602,326708,598750,542228,7320562,4085540,84374,636,0,1106,802,9003028,219014,0,473648,0,0,11819480,8672,400,0,0,0,0,0,0,0,0,156274,239650,41746,0,0,489456,72602,4173500,925822,0,0,0,0,27554680,5335.56,5982,1295404,2593080,1908176,867700,1819472,1505714,1136738,654104,1114978,85618,0,0
neg,806566,3858,950,0,0,0,0,9026,1369932,17571348,27751508,7447354,497626,18822,0,27141914,0,0,0,913440,1462406,45539800,39994424,15258536,5502600,156,0,0,0,9028,2682,0,0,0,0,0,0,0,7379068,47286480,68,36364,16650,27536,67752,4992334,49524886,84,10,0,0,17209652,17272500,8004356,4416750,2287472,1440436,1055484,1157120,940446,881400,61719380,2564,3674,3874,0,27141914,965302,8943156,6280022,307160,320840,340000,305320,806566.25,61719380,61719380,61650884,209210,4622,57360,1157740,54665616,1209600,1541058,4784,1470,0,42932100.48,0.0,11699596.8,130,5986,96,292096,7135188,27044008,15935488,3652408,497508,96080,12588,156,1574,3888,61719380,44200,8642,1555492,6761696,3373114,31199490,11584082,138774,126,0,1396,3800,18701406,18582,516,102,0,0,18951576,45214,1044,0,0,0,0,0,0,0,0,463406,261370,56160,83526996,12486976,2120944,348466,19860,10998,60093008,5884,0,0,629534490,25962.2,20994,12171968,9230558,4252934,1459060,2435522,1879326,2083490,20205360,944496,2902,0,0
neg,89650,2130706432,1552,0,0,0,0,0,0,228112,3660436,2819638,436070,42016,1440,3005490,0,0,0,1088,1780,6096222,4980266,1617690,944582,0,0,6502,0,10000,730,0,0,0,0,0,1231514,4433304,814384,708510,0,6180,854,2006,54498,4400426,2719634,4114,0,0,0,2490652,1583852,492902,388202,336970,333264,468414,1052248,41190,18,7716872,376,1116,560,40,3005490,100042,859588,755222,325800,272360,227500,84360,89649.23,7716872,7716872,7711080,50650,82968,32550,439540,7187712,1209600,238694,2,254,0,5981337.6,88849.92,1108174.08,0,0,0,0,4338,789464,3330956,2527138,479242,45724,10238,612,132,144,7716872,14888,1876,111006,744466,329274,3554260,2311326,120014,600,2,2886,2740,3995350,98658,0,58806,0,6,6051486,7408,926,0,0,670,89258,0,0,0,0,60406,104816,41534,0,0,183074,27426,34106020,4607748,0,0,0,0,2008520,3874.42,4126,1245066,1832904,1222958,571864,979474,652498,383296,170624,128764,264,0,0
neg,41702,810,708,0,0,0,0,0,0,1688,650828,1738806,591472,65416,1140,1283752,0,0,0,0,0,2731294,2394340,429212,280398,0,0,0,0,1152,292,0,0,0,0,0,374894,2354702,56888,262866,0,2280,1220,1490,71316,2118744,854268,32,0,0,0,1266994,522036,175258,145226,127202,131430,276364,404840,0,0,3161166,172,556,320,0,1283752,30336,175584,252782,152880,157240,,112600,41702.55,3161166,3161166,3135798,21735,742,70030,734520,3049350,1209600,96546,2,46,0,2384354.88,0.0,662464.32,0,0,0,0,0,11294,934618,1597810,461658,37878,5626,466,82,88,3161166,5314,680,134964,450410,176198,1609444,657048,15142,150,0,1244,802,2331556,125914,0,4026,0,22,2411274,3256,192,0,0,0,0,0,0,0,0,18758,33144,17660,0,0,63476,10450,3290100,357990,0,0,0,0,12641680,1319.38,1466,696580,582716,360696,157442,269606,208672,188198,133738,421844,29858,0,0
neg,14,24,20,0,0,0,0,0,0,4,1512,3046,0,0,0,2236,0,0,0,0,0,11418,9098,5966,842,0,0,0,0,14,40,0,0,0,0,0,0,0,0,4562,0,50,8,24,388,572,106,3414,0,0,0,2880,616,166,98,92,38,78,342,114,138,17396,0,0,0,0,2236,130,4184,1710,,,,5840,13.06,17396,17396,11714,22,0,1602,17280,4596,1209600,294,2,0,0,2074.56,0.0,1430.4,0,16,0,0,0,1026,2612,240,684,0,0,0,0,6,17396,938,6,8,98,126,958,1848,572,8,0,22,96,2222,146,0,10,0,0,2332,38,18,0,0,0,0,0,0,0,0,140,0,0,892,118,72,18,1280,128,1282,8,0,0,0,0.76,32,2618,1586,284,36,38,0,0,0,0,0,0,0
neg,256162,,,,,0,0,0,3332,400524,7071112,10058230,1756670,21202,638,7041608,1426,1148,,4652,8970,14576894,12229074,4979992,2240418,,0,9902,0,,,0,0,0,0,347446,9590586,7325778,1770082,277816,0,22212,17058,23422,38746,5641336,13558900,10034,0,0,0,6605968,3989386,1405816,1149512,1042952,1110592,1661560,1984474,353234,8214,19570516,,,,,7041608,234342,1765514,3195786,320560,390660,333580,56720,256162.87,19570516,19570516,,134475,,,124880,,1209600,,,,,16812848.64,0.0,2475497.28,,,0,0,55638,2878780,9472426,5773800,877164,206416,45170,2314,,,19570516,30712,7662,1162890,1136984,2554542,12921888,1462558,34460,12,0,,,,,,,,,,,,,,,,,,,,144558,,,,,,,,,,,,,,,,2615786,5630088,2915214,1189142,2287032,1714218,1190426,636664,1041002,92136,,
neg,195126,410,256,0,0,0,0,0,0,0,0,0,0,0,0,5501828,0,198,0,375346,541334,9908848,9117302,2826788,878620,0,0,0,0,714,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13113888,2776,1760,3764,0,5501828,173390,1825808,992662,268020,268460,274360,274380,195126.52,13113888,13113888,268,0,4320,85096,989740,0,1209600,378824,878,244,0,10560183.36,0.0,957717.12,0,0,0,0,0,0,0,0,0,0,0,0,80,88,13113888,0,0,0,0,0,0,0,0,0,0,376,4040,10505926,1352756,0,476,0,0,10678972,10068,294,0,0,0,0,0,0,0,0,90588,63776,14014,24977202,3315032,486336,66386,34320,8082,12280846,113852,0,0,1786550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,38464,0,,0,0,0,0,0,0,4914,502496,2158386,942040,92614,6,1677402,0,0,0,0,0,2906220,1931652,1117044,761628,0,0,0,0,0,0,0,0,0,0,0,36346,3186348,477762,0,0,5098,2278,3060,230814,2765126,694016,64,0,0,0,1867750,495996,211200,209810,382506,501272,31922,0,0,0,4025442,0,202,236,0,1677402,66194,320636,785324,342300,324580,326720,104400,38463.4,4025442,4025442,3919076,15312,844030,21400,377040,3700456,1209600,0,,,,2600920.32,0.0,1092143.04,0,0,0,0,0,51456,711314,1521402,1055784,323138,34836,2526,,0,4025442,12008,1638,9804,721216,428488,1437166,1078224,11902,10,0,,,,,,,,,,7680,312,0,0,0,0,0,0,0,0,43556,0,0,0,0,0,0,0,0,0,0,0,0,0,2500.48,3834,1160120,968336,380694,147268,239482,173614,150034,121036,308680,51192,0,0
neg,59996,196,144,0,0,0,0,0,0,57020,1668426,1672074,353914,32360,3208,1904862,0,0,0,0,0,3369572,2945322,654494,335352,0,0,3854,0,830,318,0,0,0,0,0,51206,1735908,1211244,788644,0,3804,2774,4914,12044,270628,3492794,44,0,0,0,1073100,1050208,310726,221628,170738,143322,149830,620276,47174,0,4025116,20,52,274,2,1904862,58284,346216,305018,169780,208100,211720,54980,59995.24,4025116,4025116,4028784,27218,1306,32650,384880,3787002,1209600,116178,0,98,0,3349608.96,0.0,434088.0,60,504,0,0,612,465684,1524414,1389272,365508,36168,5048,296,2,6,4025116,7284,860,81394,201182,208180,2338230,909050,40394,428,0,314,826,3303458,51712,0,65710,0,0,3370624,2716,256,0,0,0,0,0,0,0,0,30836,47132,11018,0,0,128952,26356,125200,25068,0,0,0,0,316220,1890.32,2084,463792,655100,476602,228044,462434,477800,543130,283496,193734,2870,0,0
neg,38872,782,698,0,0,0,0,0,1886,236220,1370556,732684,55342,324,0,1097850,0,0,0,1590,2820,2163950,1877300,426964,233634,0,0,0,0,1558,290,0,0,0,0,0,163492,1386416,832836,14268,0,1900,576,876,31710,1331752,1030048,150,0,0,0,595856,731536,253008,193636,147198,117680,127838,220514,9746,0,2592954,240,114,1202,0,1097850,25512,256970,167246,204780,194000,,23120,38872.46,2592954,2592954,2593270,16117,11768,13776,168560,2397012,1209600,62418,0,64,0,2244660.48,0.0,150509.76,0,0,0,0,41862,563520,1257166,480638,45468,6724,1606,28,28,32,2592954,3844,538,14828,64852,83126,1570878,632672,26148,126,0,1106,1516,547984,99646,0,41066,0,20,2257658,1524,480,0,0,0,0,0,0,0,0,15106,46238,6826,0,0,53230,7932,6992720,814400,1687642,23990,0,0,28436330,1153.12,1158,163068,469540,380232,196352,386364,366172,193816,97478,134676,9314,0,0
pos,721138,4202,858,0,0,316,199958,2155192,10002226,13113314,11398438,3681226,514322,124080,6984,17236528,17942,0,,3848258,5201614,29604666,27819312,10578324,4685066,26,0,774,0,26080,7670,0,0,0,0,0,0,12694,11952078,29231284,0,58024,32586,30680,33430,1616532,27377802,4145276,7901726,0,0,12222120,4678858,3193998,2427330,2155136,1724312,1421586,1570782,944442,10857492,44033230,5112,30152,16030,10,17236528,507262,4643088,5928036,351160,216960,249600,214980,721137.01,44033230,44033230,43635934,375178,57366,,445960,41250720,1209600,1050752,0,1614,0,35785110.72,0.0,5439517.44,412,8638,562690,1497994,3282928,4043104,6467418,5472654,7541716,6659740,3627752,2040060,3702,15082,44033230,42104,4104,3201814,2346416,1692652,28654560,5200714,53274,414,4,1092,4976,8244958,5794346,0,3942,0,0,8904144,44918,23996,,,,,,,,,377628,212098,106756,86012694,15786016,579438,156036,1047440,1089164,42956930,9496,0,0,,,10040,5672254,3536008,3037560,1555226,3742822,5680122,16731584,1049070,191410,0,0,0
pos,1913334,,,,,62,436510,5245954,29047300,53962932,40298718,10661898,1008008,31070,0,42300944,3808,3660,,13067306,20361904,98329072,99367104,30448596,10494476,,0,0,0,,,0,0,0,0,0,0,3204,36471460,104166112,51676,283290,141138,235650,1812282,107213226,31006848,16,2,0,0,32753914,24971828,18346044,19672872,13587396,8184336,6593558,7609848,4499006,4473650,141848386,,,,,42300944,1495752,7655308,22749976,371080,375540,425300,56260,1913334.38,141848386,141848386,141916870,878134,,,210460,140692452,1209600,,,,,105819010.6,0.0,34844256.0,5134,12070,427382,9118160,35892252,50831840,33417178,9899930,955478,129022,20548,662,,,141848386,61428,20282,15139382,23135650,13209342,84537942,4555618,32808,0,0,,,,,,,,,,,,,,,,,,,,826858,,,,,,,,,,,,,,38752.08,26102,35288696,20009212,13548070,5858282,11313524,25911032,23272566,5395982,95062,26,,
neg,39310,406,350,0,0,0,0,0,0,7586,478840,1508016,504294,16298,0,1147668,0,0,0,758,1170,2342904,2099838,367662,199088,0,0,0,0,1204,182,0,0,0,0,0,198738,1255398,897902,162996,0,2786,4564,1180,15962,1480058,1010104,380,0,0,0,797950,642514,332942,221076,156032,120358,111330,127744,5088,0,2711698,100,298,72,4,1147668,30514,245458,121458,162660,170240,,30740,39309.12,2711698,2711698,2713378,15610,2004,26414,287260,2515034,1209600,68296,0,156,0,2201532.48,0.0,311808.96,0,0,0,0,332,107226,856810,1343160,193294,11462,2702,48,68,72,2711698,2668,398,1024,122194,128302,1457974,775292,26868,314,0,592,598,2072752,1592,54,19848,0,0,2225696,1490,50,0,0,0,0,0,0,0,0,15078,29002,6800,0,0,89988,17900,531080,57066,0,0,0,0,38309150,934.72,912,325062,362374,337556,183256,413732,422506,368144,92898,8978,528,0,0
neg,30378,666,544,0,0,0,0,0,0,1344,196912,1379544,421210,32226,3370,1077280,810,0,0,0,0,1860544,1685896,274174,141934,0,0,2404,0,1084,286,0,0,0,0,0,54124,768426,1098346,113710,0,3364,1530,1464,151268,1417462,459414,104,0,0,0,751378,388144,166552,144752,146680,146020,139528,149898,1654,0,2135168,672,736,316,4,1077280,25918,146404,126844,170060,,,99920,30378.7,2135168,2135168,2148648,14740,8712,90246,920620,2034606,1209600,69388,0,120,0,1808837.76,0.0,223234.56,0,0,0,0,0,34092,478182,1080296,412054,24512,4850,620,28,34,2135168,4314,472,56432,112110,100930,1232972,507530,19664,182,0,1192,940,1782944,60158,100,46258,0,0,1836676,1478,228,0,0,0,0,0,0,0,0,13142,28750,4542,0,0,71612,14556,69180,27838,0,0,0,0,1482950,765.08,1002,239936,423720,315680,153032,289852,247474,137940,80852,138744,7376,0,0
neg,36696,0,,0,0,0,0,0,0,17984,497460,1704642,434506,302,0,1310736,0,180,0,0,0,2425222,2179064,486022,173638,0,0,0,0,0,0,0,0,0,0,0,48286,1930352,396788,279468,0,7372,7468,15070,18258,957450,1635914,13362,0,0,0,1359910,336908,195938,153936,121284,108874,138892,196652,42292,208,2912018,56,52,746,118,1310736,33444,279358,205564,180780,218140,,80480,36695.66,2912018,2912018,2866038,15488,366946,44034,485040,2654894,1209600,0,,,,2276141.76,0,371784.96,0,0,0,0,0,200296,1127424,1216124,101980,8062,1008,0,,0,2912018,5222,514,208070,159978,321936,1749438,201514,8222,0,0,,,,,,,,,,1924,300,0,0,0,0,0,0,0,0,17844,34350,7544,0,0,102604,15756,4141580,955670,0,0,0,0,8458330,1098.14,1442,394370,596284,360956,188318,382978,329606,223330,107002,71890,160,0,0
neg,255454,,,,,0,0,45176,618676,6173892,6048214,1806844,133194,676,0,7343142,0,28,,403416,586304,12653296,11822920,3657404,1048704,,0,0,0,,,0,0,0,0,0,7496,361290,7234366,7223520,0,20728,6806,10790,23422,151086,13572710,597624,443506,0,0,4527024,3560738,3220908,1232190,627200,406006,293136,246778,149758,562934,16716578,,,,,7343142,204550,2130836,1513514,239600,270880,245980,148800,255453.53,16716578,16716578,,74664,,,961840,,1209600,,,,,12888972.48,0,1938843.84,236,778,9462,168008,1459172,3901270,5834318,2830852,580102,38350,4698,440,,,16716578,20128,2514,851802,969220,497216,2840648,9493428,151364,352,0,,,,,,,,,,,,,,,,,,,,105722,,,,,,,,,,,,,,,6096,2044900,1847334,985140,453108,860546,1507138,2994204,4104224,30078,0,,
neg,4622,2130706432,106,0,0,0,0,0,0,4700,120546,183726,5016,0,0,124746,0,0,0,0,0,297624,272646,32974,18658,0,0,0,0,166,60,0,0,0,0,0,8538,195034,76856,33560,0,1518,262,534,786,9718,301164,6,0,0,0,135690,107882,34286,15676,7570,4676,4392,3816,0,0,330672,10,16,18,2,124746,3218,18068,14804,,,,32100,4621.29,330672,330672,340972,1207,152,32664,329660,313988,1209600,9704,2,14,0,272772.48,0.0,39705.6,2,76,0,0,0,44984,175972,86432,5152,1278,170,0,0,6,330672,1864,56,2636,26978,13254,129492,131876,7784,48,0,218,158,273406,3668,0,276,0,12,275858,274,62,0,0,0,18,0,0,0,0,1760,3670,1004,0,0,10828,2024,1157160,115888,0,0,0,0,0,184.94,198,44148,63752,43098,25026,43164,28864,22198,13582,27520,2636,0,0
neg,26,2130706442,20,0,0,0,0,0,0,52,3370,1514,2556,0,0,2988,0,0,0,0,0,8268,5618,8556,1252,0,0,0,0,50,22,0,0,0,0,0,0,7492,0,0,0,60,16,16,22,1012,6364,2,0,0,0,6198,1040,144,58,26,12,14,0,0,0,16834,0,6,2,0,2988,230,5876,2666,,,,8500,25.36,16834,16834,18124,15,0,1582,16800,7492,1209600,574,2,2,0,4262.4,0.0,3182.4,0,14,0,0,0,1974,1512,3862,110,34,0,0,2,6,16834,80,4,16,946,330,2052,3256,784,24,0,44,128,4384,26,0,0,0,16,4722,60,26,0,0,0,0,0,0,0,0,166,0,0,0,0,270,80,14420,1434,0,0,0,0,0,32.68,34,3616,3340,396,70,70,0,0,0,0,0,0,0
neg,2,6,0,0,0,,,,,,,,,,,1004,0,56,0,0,0,12412,11352,2338,100,0,0,0,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14764,0,2,0,0,1004,102,1460,856,,,,2180,1.43,14764,14764,15878,15,118,1424,14640,3378,1209600,146,0,2,0,1059.84,27.84,1375.68,0,8,,,,,,,,,,,2,6,14764,,,,,,,,,,,2,24,436,190,0,0,0,0,1290,30,66,0,0,40,54,0,0,0,0,90,0,0,80,78,16,6,1000,194,7186,8,0,0,0,91.6,28,,,,,,,,,,,0,0
neg,18516,64,58,0,0,0,0,0,0,22528,829000,322738,16396,17464,4884,540258,0,92,0,568,902,1247712,1152854,158918,56206,0,0,0,0,104,92,0,0,0,0,0,0,312,251922,960776,0,2408,1026,1534,1780,6106,962316,237840,0,0,0,408256,344122,202242,93680,56240,57816,48286,2368,0,0,1407704,1922,1508,430,2,540258,11748,102486,55720,142380,,,12240,18516.83,1407704,1407704,1395416,4243,196,17878,192800,1214486,1209600,45122,4,32,0,1055388.48,0.0,156336.0,34,640,0,0,3494,74448,354556,550876,203330,23798,2490,18,8,14,1407704,4322,418,860,108302,45934,821070,219304,12770,30,0,42,170,1048530,491582,0,3368,0,0,1065174,1446,404,0,0,0,0,0,0,0,0,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.82,1092,169668,217162,137650,43554,72994,312220,240488,18860,414,0,0,0
pos,756860,0,,0,0,0,0,0,8494,921526,11909458,25480340,8669816,315228,9488,23473556,52252,0,0,22586,46376,40303910,33900744,8995870,5477528,0,0,4530,0,0,0,0,0,0,0,0,113870,11486258,27050952,8663270,0,29934,22800,51524,222312,26629366,20218120,139934,356,4,0,15543036,7679966,4098744,3215370,2622486,2635988,4029290,5566628,1769336,153506,49331090,530,1572,3688,2054,23473556,660718,4449274,4513620,338300,280520,295100,325980,756860.86,49331090,49331090,48597266,364758,4739470,16990,846380,47314350,1209600,0,,,,43206816.96,0.0,4063620.48,0,0,0,476,150168,4644150,17035928,19594424,5301866,461578,111200,14560,,0,49331090,38844,7524,1372980,2196834,3201816,35527608,4900808,67918,18,0,,,,,,,,,,22110,1166,0,0,0,2,0,0,0,0,396096,568620,85962,0,0,1045640,171280,38844260,10131570,0,0,0,0,486861290,16505.84,21406,4323228,9164012,6855960,3362408,7018398,6221124,4553774,2362834,3218640,233972,0,0
neg,57372,0,,0,0,0,0,0,0,4930,955176,1791070,537662,1306,0,1660902,0,0,0,0,0,3302840,3072844,703466,190836,0,0,0,0,0,0,0,0,0,0,0,23620,1082048,1112026,1072450,0,5334,2512,5432,8744,879206,2376438,12478,0,0,0,1363682,540326,328388,217986,164942,177206,362980,134634,0,0,4006562,474,1720,2224,100,1660902,40100,524032,178024,176900,210320,247580,64220,57372.92,4006562,4006562,3995696,20368,557544,35542,373040,3290144,1209600,0,,,,2958240.0,0.0,326607.36,,,0,0,948,439962,1624870,1121286,95114,6968,996,0,,0,4006562,5056,446,123748,142566,320188,2556122,141086,932,0,0,,,,,,,,,,2078,42,0,0,0,0,0,0,0,0,18410,42122,9878,0,0,109206,17358,5214280,627830,0,0,0,0,1093020,,,346626,488680,323718,155448,307188,353108,471424,385902,442144,15906,0,0
neg,18,2130706432,40,0,0,0,0,0,0,14,4546,2808,0,0,0,1586,0,0,0,0,0,4516,1744,8256,980,0,0,0,0,8,40,0,0,0,0,0,0,0,4444,2924,0,114,2,38,982,92,4232,1908,0,0,0,5654,558,152,102,200,38,462,54,10,138,12810,2,4,0,0,1586,196,4684,3460,,,,7980,17.13,12810,12810,13564,27,0,1144,12580,7430,1209600,424,2,4,0,2983.68,0.0,3283.2,0,18,0,0,0,4040,2344,980,4,0,0,0,0,14,12810,1202,14,26,12,478,1182,3934,518,2,0,88,88,3438,50,0,0,0,0,3576,60,44,0,0,0,0,0,0,0,0,274,0,0,2052,674,118,44,8900,898,12198,70,0,0,0,1.1,66,4648,2254,336,62,56,12,0,0,0,0,0,0
neg,30454,930,884,0,0,0,0,0,0,1692,128196,990218,886008,73392,10938,894318,0,0,0,0,0,1878426,1609502,348236,213224,0,0,1342,0,2240,290,0,0,0,0,0,44036,443838,1175324,427246,0,2588,780,988,118296,1663582,304076,134,0,0,0,696396,505236,232068,166114,114972,93800,120994,160522,342,0,2227324,76,36,118,26,894318,28596,196788,150274,195560,,,147480,30453.13,2227324,2227324,2225338,14044,286,98056,1009240,2090444,1209600,71648,2,72,0,1862012.16,0.0,225891.84,0,0,0,0,250,42546,343960,953864,717800,27370,4260,394,120,128,2227324,4078,466,80588,88054,183336,1576262,142922,14604,134,0,1302,724,1868966,47288,0,6,0,26,1879800,1348,156,0,0,0,0,0,0,0,0,16812,15322,4162,0,0,72520,12076,44000,4818,0,0,0,0,453140,806.74,958,238496,402170,328768,200052,457244,301976,132462,23860,5416,0,0,0
neg,20,22,10,0,0,0,0,0,0,3462,6116,5888,0,0,0,6532,0,140,0,698,2030,23048,19370,49968,1424,0,0,0,0,8,2,0,0,0,0,0,0,0,0,15466,0,1084,32,36,42,3138,11134,0,0,0,0,13016,1222,90,266,74,272,74,416,30,6,73736,4,4,10,0,6532,218,44894,4872,,,,49720,20.88,73736,73736,74348,29,1886,7154,73460,15466,1209600,440,0,6,0,3854.4,0.0,10554.24,,,0,0,3130,6696,3902,1410,268,60,0,0,4,16,73736,1088,18,36,50,1926,2280,9244,816,8,0,16,0,3210,400,0,0,0,0,4224,78,26,0,0,0,0,0,0,0,0,286,0,0,602,186,42,14,120,1512,73546,36,0,0,0,,,11952,3058,56,16,26,36,28,294,0,0,0,0
pos,26,8,8,0,0,0,0,0,0,66,0,7290,0,0,0,2586,0,0,0,0,0,6508,3876,143078,1098,0,0,0,0,10,2,0,0,0,0,0,0,6218,0,1138,0,1208,24,28,18,154,5920,4,0,0,0,5556,896,384,66,48,156,250,0,0,0,149542,0,10,2,0,2586,174,140440,2582,,,,142940,26.33,149542,149542,153232,25,198,14856,149400,7356,1209600,554,0,0,0,3915.84,0.0,2252.16,0,0,0,0,0,234,5798,1114,192,18,0,0,0,6,149542,1206,16,26,156,740,1150,2694,1212,156,0,12,52,3508,60,0,18,0,18,4112,46,30,0,0,0,0,0,0,0,0,136,0,0,0,0,144,50,2180,374,0,0,0,0,0,55.76,42,3746,2944,506,52,48,10,14,34,2,0,0,0
neg,124692,328,164,0,0,0,0,0,146192,4125760,2449992,443768,26930,366,0,3018260,0,0,0,240736,357038,6278620,5780156,1075724,508836,0,0,0,0,258,1820,0,0,0,0,0,224,354886,4389972,2447926,0,25048,17604,22082,29980,1843094,5255200,0,0,0,0,1262546,3264702,1470788,474022,231306,144154,104740,126258,105476,9016,7598078,7040,10498,16670,4,3018260,82468,475360,595404,148600,157740,160540,36600,124691.7,7598078,7598078,7564896,37707,18,17138,310100,7193008,1209600,174134,0,100,0,6467351.04,177.6,716556.48,224,1782,0,15964,1808532,3721702,1189152,389836,59596,7722,504,0,48,58,7598078,10928,2414,471752,349598,4863782,1492824,1710,0,0,0,100,1620,4533784,2514526,0,0,0,0,4534276,6336,292,0,0,30,222,0,0,0,0,53408,14450,4368,11143088,1425460,170380,25258,20117520,2016446,7330918,33988,0,0,4691710,3829.8,5384,782712,1037250,539768,472314,345256,537776,2204466,1269976,3490,0,0,0
